x1,x2,doc_id,topic_n
0.15539407627918514,0.24666187785114516,0,5
0.03626111181961778,-0.11116751859787517,1,4
-0.020582137508005218,0.007277266423995671,2,8
-0.20000665382863397,-0.11690690698071292,3,9
0.12396028691207739,0.02965835932164445,4,6
-0.12561216873950615,0.15344284499919927,5,3
-0.06002759757137526,-0.1661640250186152,6,7
-0.08597555626835961,0.11498671682765538,7,3
-0.08284090687495298,0.14907634792511815,8,3
0.040673633910654754,0.07805953155114888,9,5
-0.1635118512973371,0.2584294329223543,10,3
-0.04298834750306728,-0.060484626728898844,11,2
-0.11492802048425887,0.11574656658896394,12,3
-0.054257010805377634,0.10077536122691551,13,9
-0.05360141291135505,0.11681656913180324,14,3
0.048048629530744284,-0.3455298078911843,15,4
0.11769935440720981,0.1088791206159133,16,0
-0.052189420603497946,0.05865943835162842,17,3
0.039017247658140804,0.21639720205631183,18,0
0.10233265686685974,-0.1975649880470121,19,4
0.036770048844900566,-0.04025850189231545,20,5
-0.004945704250051336,-0.13377450544614117,21,7
0.1478502874863418,-0.03263931802262212,22,9
-0.15019184855658724,-0.08280314984982945,23,7
0.034328596187310594,0.06098093290501758,24,7
0.20246773865880602,0.08436618327372405,25,1
0.08033636541726136,0.004077824071708918,26,9
0.017761027014217695,0.31175624221480325,27,0
0.15612191730549618,0.00675978322330409,28,6
-0.03256884021044856,0.3128805452521734,29,0
0.02911199963334127,-0.10907246523591167,30,4
-0.006253941795914451,0.14487901218052057,31,3
-0.10274346539284836,-0.11242491095983095,32,2
0.036525087231503515,-0.17225699627099791,33,4
-0.18462253725991404,-0.08589597538670159,34,7
-0.09328327147703325,0.05343295832966496,35,8
-0.1721660439952632,0.025958832552507763,36,8
0.09326657940324205,-0.21924425476020495,37,4
0.08785500537126201,-0.017539967430375752,38,9
0.02540280888884762,-0.17241212912765186,39,4
0.17183946543479553,-0.15563295859387644,40,7
0.020779689381048856,-0.19734719974444226,41,4
0.10138314644746416,-0.2270977330940452,42,4
-0.006770761449348884,0.3544356348192344,43,0
0.4176138584240471,0.09185232719000389,44,9
0.3023154338686023,-0.0006695923820089619,45,6
-0.06048907938842018,0.3052657403136739,46,0
-0.17650101404889532,-0.18328938248801757,47,2
-0.009759167110779036,-0.10420628878892621,48,4
0.1737068071694508,-0.2839606636003722,49,4
-0.1698624757778591,0.10844491072814606,50,0
0.05006075048433867,-0.12820107761056923,51,4
0.009117128434975622,0.04284596641661438,52,5
-0.022150261358959127,0.13922399992441878,53,3
0.0735266310471043,-0.13926907208713574,54,4
0.17748287633169815,0.28453485847058035,55,5
-0.06219839607368918,0.0321286608105795,56,1
-0.09634228437824086,0.1637918688356178,57,3
-0.0822076074024111,0.006119308300707035,58,3
0.013653039919236883,0.13322678483213907,59,5
-0.04804069193817692,0.08440296205662957,60,3
0.00038299403359947753,-0.0018936219810313129,61,7
-0.06536439873468805,0.09566835594864824,62,3
-0.03153903048914907,0.14076576934074667,63,1
0.022175659415293,0.05198314482390774,64,5
-0.013633305072495053,0.17333526370427493,65,0
0.08641616474103653,-0.17962616742347162,66,4
-0.016337107615460793,0.10133742096003089,67,8
-0.1636994885684671,-0.19147737980497018,68,2
0.014906278624839758,-0.08839982147105067,69,4
0.21805770781156944,-0.15186694418341082,70,7
-0.17315370726805943,-0.037081205346935604,71,9
0.06280629949773806,-0.01215569500889404,72,9
0.23951088303069365,-0.028899094472932967,73,6
0.002000633693228356,0.23283939634414014,74,0
0.2178478698609402,-0.03176040156392839,75,6
0.03160173159289439,0.1566991964050576,76,5
0.08463119568873538,-0.27342013735332255,77,4
0.3413055054126837,0.0008286942552634422,78,6
-0.33062668449485944,0.0666722084828205,79,8
0.2793358315938626,-0.024963308434629263,80,6
0.044726810417760214,-0.21731813747585224,81,4
0.011072295541563484,0.2129052504057758,82,0
0.32103708542928344,-0.03677680141289267,83,6
0.018122003734416896,-0.1255176000876362,84,4
0.12067119781589888,0.01871770510725153,85,6
0.03309684546575242,0.15604382023586466,86,0
-0.004814995226899086,-0.08168856955516364,87,9
-0.12624769732450222,-0.040362613066483234,88,9
-0.050772388707127074,-0.07494178950843597,89,8
-0.084903133737106,0.09290009891048182,90,3
-0.21407757970045985,0.02360522599989446,91,8
-0.12267876851808679,0.07429974656017885,92,3
0.019558202132990365,0.0032934128175242127,93,1
-0.06391441563602365,0.0009274614629946101,94,3
-0.1910653272580175,0.03998778929748087,95,8
-0.11899405222711923,0.05213705546599895,96,8
0.012321229603189338,0.012493728711309842,97,9
-0.009676627817441923,-0.02426681625106342,98,7
0.07679543870852053,-0.15297126474701228,99,4
0.02522061231712235,0.015881166854180357,100,3
0.10469046942368929,0.037020268361251406,101,6
0.041624775418084486,-0.29875197660140823,102,4
0.08986937436960428,-0.24357293551176223,103,4
-0.10749712524353769,0.040143665620844086,104,7
0.1465903488118694,-0.3999242254321465,105,4
0.03951493751357841,-0.21587062410287441,106,4
0.1821005666626338,0.08295088312325469,107,1
0.09139263575598561,0.03336296928435969,108,1
-0.02277804306763326,0.17188048284050203,109,0
-0.017582099463425597,-0.02825790010026467,110,1
-0.28908839387144486,0.06569981940384127,111,8
-0.0817647374963639,0.1863876042610069,112,3
0.1286301274521263,0.17031084094082327,113,5
0.01562178470568936,0.07807313992607347,114,3
-0.10228524469713322,0.1610275848670575,115,3
0.020622617307406506,0.10522599453003897,116,5
0.035065738098898035,0.013189545443332023,117,7
-0.04782690062944776,0.07949532172401168,118,3
-0.1730994812329952,-0.18496898641554646,119,2
-0.22354878267658793,-0.05311859443145782,120,7
-0.07376457448840348,0.08028234679153567,121,3
-0.1491677993181706,0.05769856724004913,122,8
0.040415050404330834,-0.01451102575078178,123,7
0.1404177688169767,-0.09418658151675428,124,6
-0.08324855730960834,-0.23002333032819408,125,2
0.12886044486035314,0.10355620823757775,126,6
0.0018078513924082956,0.1260623943947751,127,0
0.08856398286535978,-0.21397189240324677,128,4
-0.07572543728523705,-0.20202419306474,129,2
0.09497558621185331,0.03459366971470036,130,6
0.0987938639985303,-0.05979433550523061,131,1
0.16018095363579943,-0.010100203016358344,132,6
